TransID,user_id,event_timestamp,interface,tx_status
W1661,2b45c629e577731c4df84fc34f936a89,2020-02-11 20:50:31.104000,web,complete
W1662,2b45c629e577731c4df84fc34f936a89,2020-02-11 20:56:07.744000,web,complete
W1663,2b45c629e577731c4df84fc34f936a89,2020-02-11 20:57:30.416000,web,complete
W1664,2b45c629e577731c4df84fc34f936a89,2020-02-11 20:59:09.278000,web,complete
W1665,2b45c629e577731c4df84fc34f936a89,2020-02-11 20:59:55.259000,web,complete
W1666,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:01:05.036000,web,complete
W1667,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:02:48.304000,web,complete
W1668,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:09:47.122000,web,complete
W1669,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:29:33.580000,web,complete
W1670,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:30:53.820000,web,complete
W1671,2b45c629e577731c4df84fc34f936a89,2020-02-11 21:32:56.585000,web,complete
W1672,8a0e1141fd37fa5b98d5bb769ba1a7cc,2020-02-11 21:45:38.722000,app,complete
W1673,2b45c629e577731c4df84fc34f936a89,2020-02-11 22:31:13.820000,web,complete
W1674,2b45c629e577731c4df84fc34f936a89,2020-02-11 22:55:37.988000,web,complete
W1675,2b45c629e577731c4df84fc34f936a89,2020-02-11 22:57:15.028000,web,complete
W1676,2b45c629e577731c4df84fc34f936a89,2020-02-11 23:04:54.154000,web,complete
W1677,2b45c629e577731c4df84fc34f936a89,2020-02-11 23:10:22.024000,web,complete
W1678,2b45c629e577731c4df84fc34f936a89,2020-02-11 23:16:43.802000,web,complete
W1679,2b45c629e577731c4df84fc34f936a89,2020-02-11 23:37:46.066000,web,complete
W1680,2b45c629e577731c4df84fc34f936a89,2020-02-11 23:43:54.007000,web,complete
W1681,2b45c629e577731c4df84fc34f936a89,2020-02-12 00:54:01.858000,web,complete
W1682,2b45c629e577731c4df84fc34f936a89,2020-02-12 00:55:23.688000,web,complete
W1683,2b45c629e577731c4df84fc34f936a89,2020-02-12 10:45:18.780000,web,complete
W1684,2b45c629e577731c4df84fc34f936a89,2020-02-12 10:48:05.519000,web,complete
W1685,2b45c629e577731c4df84fc34f936a89,2020-02-12 10:53:40.997000,web,complete
W1686,2b45c629e577731c4df84fc34f936a89,2020-02-12 10:57:17.335000,web,complete
W1687,2b45c629e577731c4df84fc34f936a89,2020-02-12 10:58:07.793000,web,complete
W1688,2b45c629e577731c4df84fc34f936a89,2020-02-12 11:07:50.693000,web,complete
W1689,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:31:37.258000,web,complete
W1690,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:33:32.043000,web,complete
W1691,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:37:50.570000,web,complete
W1692,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:38:48.112000,web,complete
W1693,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:43:45.288000,web,complete
W1694,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:52:49.230000,web,complete
W1695,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:58:44.856000,web,complete
W1696,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:59:16.538000,web,complete
W1697,2b45c629e577731c4df84fc34f936a89,2020-02-12 12:59:48.621000,web,complete
W1703,2b45c629e577731c4df84fc34f936a89,2020-02-14 04:43:19.498000,web,complete
W1706,130f1a8e9e102707f3f91b010f151b0b,2020-02-18 00:08:16.969000,web,failed
W1707,130f1a8e9e102707f3f91b010f151b0b,2020-02-18 00:11:03.227000,web,failed
W1524,9c82c7143c102b71c593d98d96093fde,2020-01-13 02:24:50.604000,web,complete
W1554,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:20:06.074000,web,complete
W1556,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:29:35.357000,web,complete
W1557,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:31:45.625000,web,complete
W1558,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:39:01.091000,web,complete
W1559,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:40:02.712000,web,complete
W1560,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:40:40.463000,web,complete
W1561,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:41:18.203000,web,complete
W1562,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:41:55.414000,web,complete
W1563,1145a30ff80745b56fb0cecf65305017,2020-01-16 23:42:33.769000,web,complete
W1571,1145a30ff80745b56fb0cecf65305017,2020-01-17 17:30:27.537000,web,complete
W1573,9c82c7143c102b71c593d98d96093fde,2020-01-17 20:37:15.021000,app,complete
W1576,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 21:50:25.674000,app,complete
W1578,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 22:13:19.426000,app,complete
W1580,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 22:16:22.896000,app,complete
W1582,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 23:28:58.816000,app,complete
W1584,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 23:29:22.059000,app,complete
W1586,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-17 23:44:06.680000,app,failed
W1624,84ddfb34126fc3a48ee38d7044e87276,2020-01-24 19:10:47.319000,web,complete
W1625,84ddfb34126fc3a48ee38d7044e87276,2020-01-24 19:11:22.177000,web,complete
W1628,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-28 01:49:44.134000,app,complete
W1629,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-28 01:50:15.226000,app,complete
W1630,e4bb4c5173c2ce17fd8fcd40041c068f,2020-01-28 01:51:55.621000,app,complete
W1633,9c82c7143c102b71c593d98d96093fde,2020-01-31 19:16:36.195000,app,complete
W1635,9c82c7143c102b71c593d98d96093fde,2020-01-31 19:17:27.920000,app,complete
W1641,e4bb4c5173c2ce17fd8fcd40041c068f,2020-02-05 21:41:06.016000,app,complete
W1735,7b4773c039d539af17c883eb9283dd14,2020-02-24 18:31:49.049000,web,complete
W1736,7b4773c039d539af17c883eb9283dd14,2020-02-24 18:33:09.955000,web,failed
W1737,7b4773c039d539af17c883eb9283dd14,2020-02-24 18:35:50.187000,web,failed
W1738,7b4773c039d539af17c883eb9283dd14,2020-02-24 18:47:04.577000,web,complete
W1740,7b4773c039d539af17c883eb9283dd14,2020-02-24 18:59:32.575000,web,failed
W1776,7b4773c039d539af17c883eb9283dd14,2020-03-04 23:40:02.072000,web,failed
W1792,9c82c7143c102b71c593d98d96093fde,2020-03-06 04:42:58.213000,app,complete
W1826,9c82c7143c102b71c593d98d96093fde,2020-03-11 20:58:19.471000,app,complete
W1868,84ddfb34126fc3a48ee38d7044e87276,2020-03-13 17:05:08.410000,web,failed
W1869,d757719ed7c2b66dd17dcee2a3cb29f4,2020-03-13 18:10:01.717000,app,complete
W1901,84ddfb34126fc3a48ee38d7044e87276,2020-03-13 23:11:29.631000,web,failed
W1902,84ddfb34126fc3a48ee38d7044e87276,2020-03-13 23:12:05.445000,web,failed
W1903,84ddfb34126fc3a48ee38d7044e87276,2020-03-13 23:12:50.251000,web,failed
W1971,9c82c7143c102b71c593d98d96093fde,2020-03-17 16:36:44.838000,app,complete
W2026,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-21 01:27:50.118000,web,complete
W2034,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-23 22:38:28.138000,web,complete
W2066,50abc3e730e36b387ca8e02c26dc0a22,2020-03-27 05:25:10.144000,web,complete
W2069,7b4773c039d539af17c883eb9283dd14,2020-03-27 17:49:57.588000,web,failed
W2094,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-31 03:21:06.003000,web,complete
W2095,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-31 03:25:46.721000,web,complete
W2096,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-31 03:27:13.187000,web,complete
W2097,f0f6ba4b5e0000340312d33c212c3ae8,2020-03-31 03:53:38.993000,web,complete
W2098,f0f6ba4b5e0000340312d33c212c3ae8,2020-03-31 04:05:58.753000,web,complete
W2110,f0f6ba4b5e0000340312d33c212c3ae8,2020-03-31 14:48:04.195000,web,complete
W2111,f0f6ba4b5e0000340312d33c212c3ae8,2020-03-31 14:49:29.299000,web,complete
W2112,10a5ab2db37feedfdeaab192ead4ac0e,2020-03-31 16:15:00.075000,web,complete
W2174,07a9d3fed4c5ea6b17e80258dee231fa,2020-04-01 16:02:07.114000,web,complete
W2182,7b4773c039d539af17c883eb9283dd14,2020-04-02 17:01:40.774000,web,failed
W2189,7b4773c039d539af17c883eb9283dd14,2020-04-02 17:24:01.310000,web,complete
W2191,7b4773c039d539af17c883eb9283dd14,2020-04-02 17:25:17.344000,web,complete
W2193,7b4773c039d539af17c883eb9283dd14,2020-04-02 18:13:47.218000,web,failed
W2224,7b4773c039d539af17c883eb9283dd14,2020-04-04 04:12:04.621000,web,complete
W2225,7b4773c039d539af17c883eb9283dd14,2020-04-04 04:27:32.267000,web,complete
W2229,84ddfb34126fc3a48ee38d7044e87276,2020-04-06 18:30:41.511000,web,failed
W2255,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-07 22:44:22.975000,web,complete
W2323,7b4773c039d539af17c883eb9283dd14,2020-04-08 18:02:53.166000,web,failed
W2329,2e0bff759d057e28460eaa5b2cb118e5,2020-04-08 19:59:29.630000,app,complete
W2331,2e0bff759d057e28460eaa5b2cb118e5,2020-04-08 20:00:55.006000,app,complete
W2336,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-08 22:01:40.152000,web,failed
W2337,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-08 22:04:02.915000,web,complete
W2340,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-08 23:43:45.241000,web,failed
W2342,7b4773c039d539af17c883eb9283dd14,2020-04-09 00:11:14.559000,web,failed
W2343,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-09 02:14:12.383000,web,failed
W2344,9c82c7143c102b71c593d98d96093fde,2020-04-09 14:33:56.533000,app,complete
W2352,9c82c7143c102b71c593d98d96093fde,2020-04-12 04:44:24.392000,app,complete
W2354,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-13 20:37:59.179000,web,complete
W2362,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-15 17:03:11.219000,web,complete
W2363,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-15 17:05:31.367000,web,complete
W2366,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-16 14:54:49.666000,web,complete
W2370,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-16 16:19:47.668000,web,complete
W2424,7b4773c039d539af17c883eb9283dd14,2020-04-28 16:21:34.098000,web,complete
W2425,7b4773c039d539af17c883eb9283dd14,2020-04-28 16:29:59.207000,web,complete
W2426,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-28 23:00:11.944000,web,complete
W2427,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-28 23:24:37.151000,web,complete
W2428,56c82ccd658e09e829f16bb99457bcbc,2020-04-29 01:09:18.774000,web,complete
W2438,56c82ccd658e09e829f16bb99457bcbc,2020-04-29 16:09:43.408000,web,complete
W2478,e6cbc650cd5798a05dfd0f51d14cde5c,2020-04-30 15:26:54.265000,app,failed
W2480,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-30 17:19:17.947000,web,complete
W2481,f0f6ba4b5e0000340312d33c212c3ae8,2020-04-30 17:20:10.776000,web,complete
W2482,07a9d3fed4c5ea6b17e80258dee231fa,2020-04-30 17:28:03.546000,web,failed
W2483,07a9d3fed4c5ea6b17e80258dee231fa,2020-04-30 17:28:22.137000,web,failed
W2484,56c82ccd658e09e829f16bb99457bcbc,2020-04-30 18:22:24.749000,web,complete
W2485,56c82ccd658e09e829f16bb99457bcbc,2020-04-30 19:09:14.479000,web,complete
W2486,56c82ccd658e09e829f16bb99457bcbc,2020-04-30 19:09:42.251000,web,complete
W3147,73e5080f0f3804cb9cf470a8ce895dac,2020-05-06 22:26:14.040000,web,failed
W3148,73e5080f0f3804cb9cf470a8ce895dac,2020-05-06 22:31:17.241000,web,failed
W3311,50abc3e730e36b387ca8e02c26dc0a22,2020-05-08 17:43:06.427000,web,complete
W3487,07a9d3fed4c5ea6b17e80258dee231fa,2020-05-12 17:35:53.071000,web,failed
W3496,50abc3e730e36b387ca8e02c26dc0a22,2020-05-12 23:37:34.738000,web,complete
W3815,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-15 13:32:45.647000,web,complete
W3816,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-15 14:48:11.684000,web,complete
W3817,07a9d3fed4c5ea6b17e80258dee231fa,2020-05-15 16:59:14.252000,web,complete
W3822,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-15 23:47:44.415000,web,complete
W3831,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-17 16:01:13.302000,web,complete
W3832,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-17 16:38:31.624000,web,complete
W3833,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-17 16:39:20.677000,web,complete
W3835,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 01:12:40.436000,web,complete
W3836,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 02:36:50.388000,web,complete
W3838,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 13:22:34.813000,web,complete
W3839,dfeb9598fbfb97cc6bbcc0aff2c785d6,2020-05-18 15:34:31.287000,web,complete
W3840,dfeb9598fbfb97cc6bbcc0aff2c785d6,2020-05-18 15:38:23.233000,web,complete
W3841,dfeb9598fbfb97cc6bbcc0aff2c785d6,2020-05-18 16:16:08.083000,web,complete
W3842,dfeb9598fbfb97cc6bbcc0aff2c785d6,2020-05-18 16:16:08.098000,web,complete
W3843,c7b90b0fc23725f299b47c5224e6ec0d,2020-05-18 16:27:17.541000,web,complete
W3844,dfeb9598fbfb97cc6bbcc0aff2c785d6,2020-05-18 16:30:11.094000,web,failed
W3845,944a5ae3483ed5c1e10bbccb7942a279,2020-05-18 16:46:07.986000,web,complete
W3846,944a5ae3483ed5c1e10bbccb7942a279,2020-05-18 16:46:08.020000,web,complete
W3847,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 17:01:27.677000,web,failed
W3848,944a5ae3483ed5c1e10bbccb7942a279,2020-05-18 17:50:52.248000,web,failed
W3856,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:53:43.860000,web,failed
W3857,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:53:44.073000,web,failed
W3858,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:53:44.373000,web,failed
W3859,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:57:24.394000,web,complete
W3860,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:57:24.558000,web,complete
W3861,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:57:24.709000,web,complete
W3862,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 21:57:24.919000,web,complete
W3876,50abc3e730e36b387ca8e02c26dc0a22,2020-05-18 22:03:46.914000,web,complete
W3877,50abc3e730e36b387ca8e02c26dc0a22,2020-05-18 22:03:47.157000,web,complete
W3878,50abc3e730e36b387ca8e02c26dc0a22,2020-05-18 22:03:47.258000,web,complete
W3879,50abc3e730e36b387ca8e02c26dc0a22,2020-05-18 22:03:47.430000,web,complete
W3880,50abc3e730e36b387ca8e02c26dc0a22,2020-05-18 22:03:47.712000,web,complete
W3881,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-18 22:24:26.228000,web,failed
W3882,c8ed21db4f678f3b13b9d5ee16489088,2020-05-19 20:52:40.297000,web,failed
W3888,c8ed21db4f678f3b13b9d5ee16489088,2020-05-19 22:19:32.211000,web,failed
W3889,6c349155b122aa8ad5c877007e05f24f,2020-05-20 00:29:00.864000,web,failed
W3890,9c82c7143c102b71c593d98d96093fde,2020-05-20 02:18:15.164000,web,failed
W3892,6c349155b122aa8ad5c877007e05f24f,2020-05-20 04:44:07.950000,web,complete
W3894,6c349155b122aa8ad5c877007e05f24f,2020-05-20 04:50:54.284000,web,complete
W3895,6c349155b122aa8ad5c877007e05f24f,2020-05-20 04:55:15.909000,web,complete
W3896,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-20 13:37:26.853000,web,complete
W3956,6c349155b122aa8ad5c877007e05f24f,2020-05-21 23:52:41.312000,web,complete
W3958,6c349155b122aa8ad5c877007e05f24f,2020-05-22 01:39:27.342000,web,complete
W4006,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-22 14:17:34.664000,web,complete
W4047,6c349155b122aa8ad5c877007e05f24f,2020-05-23 01:58:43.792000,web,failed
W4049,6c349155b122aa8ad5c877007e05f24f,2020-05-23 03:02:47.323000,web,complete
W4114,07a9d3fed4c5ea6b17e80258dee231fa,2020-05-25 16:24:27.460000,web,complete
W4115,07a9d3fed4c5ea6b17e80258dee231fa,2020-05-25 16:25:51.242000,web,failed
W4198,9d684c589d67031a627ad33d59db65e5,2020-05-25 23:46:50.614000,web,failed
W4199,9d684c589d67031a627ad33d59db65e5,2020-05-25 23:50:40.183000,web,failed
W4334,6c349155b122aa8ad5c877007e05f24f,2020-05-26 06:35:34.889000,web,failed
W4349,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 13:35:15.880000,web,complete
W4350,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 13:35:16.074000,web,complete
W4351,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 13:35:16.337000,web,complete
W4352,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 13:35:16.534000,web,complete
W4374,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 13:42:51.763000,web,complete
W4378,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-26 14:12:21.485000,web,failed
W4379,c8ed21db4f678f3b13b9d5ee16489088,2020-05-26 14:36:40.662000,web,failed
W4380,c8ed21db4f678f3b13b9d5ee16489088,2020-05-26 14:47:53.924000,web,failed
W4716,6c349155b122aa8ad5c877007e05f24f,2020-05-28 05:00:56.922000,web,complete
W4732,6c349155b122aa8ad5c877007e05f24f,2020-05-28 08:16:10.664000,web,complete
W4734,6c349155b122aa8ad5c877007e05f24f,2020-05-28 08:18:47.308000,web,complete
W4735,6c349155b122aa8ad5c877007e05f24f,2020-05-28 08:20:19.374000,web,complete
W4736,f0f6ba4b5e0000340312d33c212c3ae8,2020-05-28 17:08:09.160000,web,complete
W5975,9c82c7143c102b71c593d98d96093fde,2020-06-03 18:41:12.332000,app,complete
W6176,50abc3e730e36b387ca8e02c26dc0a22,2020-06-05 16:04:48.742000,web,complete
W6398,50abc3e730e36b387ca8e02c26dc0a22,2020-06-08 18:18:24.423000,web,failed
W6399,f0f6ba4b5e0000340312d33c212c3ae8,2020-06-08 19:20:10.702000,web,failed
W6400,f0f6ba4b5e0000340312d33c212c3ae8,2020-06-08 19:22:18.909000,web,complete
W6401,f0f6ba4b5e0000340312d33c212c3ae8,2020-06-08 19:37:35.942000,web,complete
W6597,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-10 16:20:49.557000,web,failed
W6612,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-10 16:34:23.565000,web,failed
W6634,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-10 17:02:09.267000,web,failed
W6744,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-10 23:10:20.890000,web,complete
W6752,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-10 23:11:47.162000,web,failed
W6884,50abc3e730e36b387ca8e02c26dc0a22,2020-06-11 22:39:53.817000,web,failed
W7141,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-15 20:30:56.683000,web,failed
W7216,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-16 12:40:00.437000,web,complete
W7217,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-16 13:06:54.711000,web,complete
W7218,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-16 13:08:45.319000,web,failed
W7219,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-16 13:38:48.600000,web,complete
W7276,10a5ab2db37feedfdeaab192ead4ac0e,2020-06-16 21:33:20.338000,web,complete
W7332,50abc3e730e36b387ca8e02c26dc0a22,2020-06-17 04:25:35.626000,web,complete
W7412,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-17 20:12:07.982000,web,complete
W7413,07a9d3fed4c5ea6b17e80258dee231fa,2020-06-17 20:12:36.498000,web,failed
W7516,50abc3e730e36b387ca8e02c26dc0a22,2020-06-19 02:20:44.467000,web,failed
W7576,56c82ccd658e09e829f16bb99457bcbc,2020-06-19 23:03:46.460000,web,failed
W7577,56c82ccd658e09e829f16bb99457bcbc,2020-06-19 23:06:30.526000,web,failed
W7740,56c82ccd658e09e829f16bb99457bcbc,2020-06-24 19:04:28.498000,web,failed
W7913,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 18:01:19.720000,web,complete
W7914,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 18:06:35.866000,web,failed
W7917,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 19:55:12.539000,web,complete
W7918,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 19:55:48.191000,web,complete
W7920,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 20:08:38.357000,web,complete
W7921,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 20:08:57.422000,web,complete
W7922,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 20:38:40.518000,web,complete
W7930,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 22:41:12.055000,web,complete
W7931,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 22:41:38.695000,web,complete
W7932,50abc3e730e36b387ca8e02c26dc0a22,2020-06-29 22:42:01.660000,web,complete
W7974,86ecfcbc1e9f1ae5ee2d71910877da36,2020-06-30 18:14:38.354000,web,failed
W9646,6abba5d8ab1f4f32243e174beb754661,2020-07-22 01:31:22.404000,web,failed
W9665,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:12:06.566000,web,complete
W9666,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:29:47.716000,web,complete
W9667,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:34:04.741000,web,complete
W9668,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:36:43.866000,web,complete
W9669,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:53:38.929000,web,complete
W9670,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:55:35.239000,web,complete
W9671,6abba5d8ab1f4f32243e174beb754661,2020-07-22 02:56:52.184000,web,complete
W9686,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:10:12.570000,web,complete
W9694,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:26:30.822000,web,complete
W9695,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:30:54.259000,web,complete
W9696,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:34:25.903000,web,complete
W9697,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:37:03.459000,web,complete
W9698,6abba5d8ab1f4f32243e174beb754661,2020-07-22 19:38:13.379000,web,complete
W9813,6abba5d8ab1f4f32243e174beb754661,2020-07-22 23:05:30.916000,web,complete
W1512,26751be1181460baf78db8d5eb7aad39,2020-01-07 17:53:27.482000,app,complete
W1513,26751be1181460baf78db8d5eb7aad39,2020-01-07 17:54:19.734000,app,complete
W1514,26751be1181460baf78db8d5eb7aad39,2020-01-07 18:48:35.107000,app,failed
W1525,26751be1181460baf78db8d5eb7aad39,2020-01-14 23:41:34.894000,app,failed
W1526,26751be1181460baf78db8d5eb7aad39,2020-01-14 23:43:23.642000,app,failed
W1527,26751be1181460baf78db8d5eb7aad39,2020-01-14 23:44:34.138000,app,failed
W1528,26751be1181460baf78db8d5eb7aad39,2020-01-14 23:45:55.688000,app,failed
W1631,3948ead63a9f2944218de038d8934305,2020-01-31 19:12:48.774000,app,failed
W1632,3948ead63a9f2944218de038d8934305,2020-01-31 19:13:33.373000,app,complete
W1638,5487315b1286f907165907aa8fc96619,2020-02-05 21:36:38.654000,app,complete
W1639,5487315b1286f907165907aa8fc96619,2020-02-05 21:38:46.400000,app,complete
W1640,5487315b1286f907165907aa8fc96619,2020-02-05 21:39:51.078000,app,complete
W1644,878d5691c824ee2aaf770f7d36c151d6,2020-02-07 17:14:35.773000,web,complete
W1769,7993e11204b215b27694b6f139e34ce8,2020-03-03 21:46:55.891000,app,failed
W1793,ea159dc9788ffac311592613b7f71fbb,2020-03-06 06:23:35.425000,app,complete
W1800,ea159dc9788ffac311592613b7f71fbb,2020-03-06 22:31:11.030000,app,failed
W1970,5487315b1286f907165907aa8fc96619,2020-03-16 00:17:41.275000,web,failed
W2028,2b3bf3eee2475e03885a110e9acaab61,2020-03-23 20:17:59.237000,web,complete
